aircraft_id,question,answer
E2,What is the TransportCapacity of E2?,39 personnel or 31411 kg cargo
E2,What is the Operators of E2?,"France, Germany"
E2,What is the CombatHistory of E2?,Yes
E2,What is the NotableMissions of E2?,E2 participated in major operations.
E2,What is the ActiveService of E2?,Yes
E2,What is the Comparison of E2?,E2 is often compared with F35.
E2,What is the BetterThan of E2?,E2 is better than older gen aircraft.
E2,What is the StealthCapable of E2?,Yes
E2,What is the DifferenceFrom of E2?,E2 differs from Su34 in design and avionics.
E2,What is the MannedOrUnmanned of E2?,Unmanned
E2,What is the InterestingFacts of E2?,E2 has unique stealth tech.
E2,What is the UniqueFeatures of E2?,E2 supports vertical takeoff or special radar systems.
C390,What is the Name of C390?,C390 Name
C390,What is the FullDesignation of C390?,C390 Full Designation
C390,What is the Manufacturer of C390?,Boeing
C390,What is the FirstIntroduced of C390?,1995
C390,What is the CountryOfOrigin of C390?,USA
C390,What is the MaxSpeed of C390?,1297 km/h
C390,What is the Range of C390?,10549 km
C390,What is the ServiceCeiling of C390?,20002 m
C390,What is the EngineType of C390?,Turbojet
C390,What is the Weight of C390?,"64692 kg (empty), 139569 kg (max)"
C390,What is the Dimensions of C390?,"20 m length, 53 m wingspan"
C390,What is the Role of C390?,Reconnaissance
C390,What is the SurveillanceCapable of C390?,Yes
C390,What is the NuclearCapable of C390?,Yes
C390,What is the WeaponsPayload of C390?,Bombs
C390,What is the TransportCapacity of C390?,28 personnel or 34003 kg cargo
C390,What is the Operators of C390?,"USA, UK"
C390,What is the CombatHistory of C390?,Yes
C390,What is the NotableMissions of C390?,C390 participated in major operations.
C390,What is the ActiveService of C390?,Yes
C390,What is the Comparison of C390?,C390 is often compared with F35.
C390,What is the BetterThan of C390?,C390 is better than older gen aircraft.
C390,What is the StealthCapable of C390?,No
C390,What is the DifferenceFrom of C390?,C390 differs from Su34 in design and avionics.
C390,What is the MannedOrUnmanned of C390?,Manned
C390,What is the InterestingFacts of C390?,C390 has unique stealth tech.
C390,What is the UniqueFeatures of C390?,C390 supports vertical takeoff or special radar systems.
H6,What is the Name of H6?,H6 Name
H6,What is the FullDesignation of H6?,H6 Full Designation
H6,What is the Manufacturer of H6?,Lockheed Martin
H6,What is the FirstIntroduced of H6?,2010
H6,What is the CountryOfOrigin of H6?,USA
H6,What is the MaxSpeed of H6?,2094 km/h
H6,What is the Range of H6?,6972 km
H6,What is the ServiceCeiling of H6?,19507 m
H6,What is the EngineType of H6?,Rotary
H6,What is the Weight of H6?,"43875 kg (empty), 111266 kg (max)"
H6,What is the Dimensions of H6?,"37 m length, 21 m wingspan"
H6,What is the Role of H6?,Transport
H6,What is the SurveillanceCapable of H6?,No
H6,What is the NuclearCapable of H6?,No
H6,What is the WeaponsPayload of H6?,Missiles
H6,What is the TransportCapacity of H6?,41 personnel or 19302 kg cargo
H6,What is the Operators of H6?,"USA, UK"
H6,What is the CombatHistory of H6?,Yes
H6,What is the NotableMissions of H6?,H6 participated in major operations.
H6,What is the ActiveService of H6?,Yes
H6,What is the Comparison of H6?,H6 is often compared with F35.
H6,What is the BetterThan of H6?,H6 is better than older gen aircraft.
H6,What is the StealthCapable of H6?,Yes
H6,What is the DifferenceFrom of H6?,H6 differs from Su34 in design and avionics.
H6,What is the MannedOrUnmanned of H6?,Manned
H6,What is the InterestingFacts of H6?,H6 has unique stealth tech.
H6,What is the UniqueFeatures of H6?,H6 supports vertical takeoff or special radar systems.
Su57,What is the Name of Su57?,Su57 Name
Su57,What is the FullDesignation of Su57?,Su57 Full Designation
Su57,What is the Manufacturer of Su57?,Dassault
Su57,What is the FirstIntroduced of Su57?,2010
Su57,What is the CountryOfOrigin of Su57?,USA
Su57,What is the MaxSpeed of Su57?,1144 km/h
Su57,What is the Range of Su57?,9242 km
Su57,What is the ServiceCeiling of Su57?,12808 m
Su57,What is the EngineType of Su57?,Turboprop
Su57,What is the Weight of Su57?,"67811 kg (empty), 98518 kg (max)"
Su57,What is the Dimensions of Su57?,"23 m length, 19 m wingspan"
Su57,What is the Role of Su57?,Surveillance
Su57,What is the SurveillanceCapable of Su57?,No
Su57,What is the NuclearCapable of Su57?,Yes
Su57,What is the WeaponsPayload of Su57?,Torpedoes
Su57,What is the TransportCapacity of Su57?,4 personnel or 29293 kg cargo
Su57,What is the Operators of Su57?,"USA, UK"
Su57,What is the CombatHistory of Su57?,Yes
Su57,What is the NotableMissions of Su57?,Su57 participated in major operations.
Su57,What is the ActiveService of Su57?,Yes
Su57,What is the Comparison of Su57?,Su57 is often compared with F35.
Su57,What is the BetterThan of Su57?,Su57 is better than older gen aircraft.
Su57,What is the StealthCapable of Su57?,No
Su57,What is the DifferenceFrom of Su57?,Su57 differs from Su34 in design and avionics.
Su57,What is the MannedOrUnmanned of Su57?,Manned
Su57,What is the InterestingFacts of Su57?,Su57 has unique stealth tech.
Su57,What is the UniqueFeatures of Su57?,Su57 supports vertical takeoff or special radar systems.
F15,What is the Name of F15?,F15 Name
F15,What is the FullDesignation of F15?,F15 Full Designation
F15,What is the Manufacturer of F15?,Chengdu
F15,What is the FirstIntroduced of F15?,2005
F15,What is the CountryOfOrigin of F15?,China
F15,What is the MaxSpeed of F15?,804 km/h
F15,What is the Range of F15?,14168 km
F15,What is the ServiceCeiling of F15?,24930 m
F15,What is the EngineType of F15?,Rotary
F15,What is the Weight of F15?,"64987 kg (empty), 121184 kg (max)"
F15,What is the Dimensions of F15?,"17 m length, 36 m wingspan"
F15,What is the Role of F15?,Reconnaissance
F15,What is the SurveillanceCapable of F15?,No
F15,What is the NuclearCapable of F15?,Yes
F15,What is the WeaponsPayload of F15?,Machine Guns
F15,What is the TransportCapacity of F15?,96 personnel or 49145 kg cargo
F15,What is the Operators of F15?,"Russia, China"
F15,What is the CombatHistory of F15?,No
F15,What is the NotableMissions of F15?,F15 participated in major operations.
F15,What is the ActiveService of F15?,No
F15,What is the Comparison of F15?,F15 is often compared with F35.
F15,What is the BetterThan of F15?,F15 is better than older gen aircraft.
F15,What is the StealthCapable of F15?,No
F15,What is the DifferenceFrom of F15?,F15 differs from Su34 in design and avionics.
F15,What is the MannedOrUnmanned of F15?,Unmanned
F15,What is the InterestingFacts of F15?,F15 has unique stealth tech.
F15,What is the UniqueFeatures of F15?,F15 supports vertical takeoff or special radar systems.
J10,What is the Name of J10?,J10 Name
J10,What is the FullDesignation of J10?,J10 Full Designation
J10,What is the Manufacturer of J10?,Dassault
J10,What is the FirstIntroduced of J10?,2010
J10,What is the CountryOfOrigin of J10?,USA
J10,What is the MaxSpeed of J10?,2777 km/h
J10,What is the Range of J10?,5626 km
J10,What is the ServiceCeiling of J10?,23520 m
J10,What is the EngineType of J10?,Rotary
J10,What is the Weight of J10?,"47589 kg (empty), 80749 kg (max)"
J10,What is the Dimensions of J10?,"13 m length, 36 m wingspan"
J10,What is the Role of J10?,Fighter
J10,What is the SurveillanceCapable of J10?,No
J10,What is the NuclearCapable of J10?,No
J10,What is the WeaponsPayload of J10?,Machine Guns
J10,What is the TransportCapacity of J10?,51 personnel or 45845 kg cargo
J10,What is the Operators of J10?,"USA, UK"
J10,What is the CombatHistory of J10?,Yes
J10,What is the NotableMissions of J10?,J10 participated in major operations.
J10,What is the ActiveService of J10?,No
J10,What is the Comparison of J10?,J10 is often compared with F35.
J10,What is the BetterThan of J10?,J10 is better than older gen aircraft.
J10,What is the StealthCapable of J10?,Yes
J10,What is the DifferenceFrom of J10?,J10 differs from Su34 in design and avionics.
J10,What is the MannedOrUnmanned of J10?,Manned
J10,What is the InterestingFacts of J10?,J10 has unique stealth tech.
J10,What is the UniqueFeatures of J10?,J10 supports vertical takeoff or special radar systems.
F4,What is the Name of F4?,F4 Name
F4,What is the FullDesignation of F4?,F4 Full Designation
F4,What is the Manufacturer of F4?,Sukhoi
F4,What is the FirstIntroduced of F4?,2010
F4,What is the CountryOfOrigin of F4?,USA
F4,What is the MaxSpeed of F4?,1305 km/h
F4,What is the Range of F4?,7983 km
F4,What is the ServiceCeiling of F4?,10001 m
F4,What is the EngineType of F4?,Turbofan
F4,What is the Weight of F4?,"74339 kg (empty), 111432 kg (max)"
F4,What is the Dimensions of F4?,"14 m length, 51 m wingspan"
F4,What is the Role of F4?,Transport
F4,What is the SurveillanceCapable of F4?,No
F4,What is the NuclearCapable of F4?,Yes
F4,What is the WeaponsPayload of F4?,Bombs
F4,What is the TransportCapacity of F4?,84 personnel or 14542 kg cargo
F4,What is the Operators of F4?,Global
F4,What is the CombatHistory of F4?,Yes
F4,What is the NotableMissions of F4?,F4 participated in major operations.
F4,What is the ActiveService of F4?,No
F4,What is the Comparison of F4?,F4 is often compared with F35.
F4,What is the BetterThan of F4?,F4 is better than older gen aircraft.
F4,What is the StealthCapable of F4?,Yes
F4,What is the DifferenceFrom of F4?,F4 differs from Su34 in design and avionics.
F4,What is the MannedOrUnmanned of F4?,Unmanned
F4,What is the InterestingFacts of F4?,F4 has unique stealth tech.
F4,What is the UniqueFeatures of F4?,F4 supports vertical takeoff or special radar systems.
